user_id,session
user59,"[""2023-05-03 16:43:23"", 969, [[""page0"", ""2023-05-03 16:51:00""], [""page1"", ""2023-05-03 16:45:33""], [""page2"", ""2023-05-03 16:46:20""], [""page3"", ""2023-05-03 16:58:57""], [""page4"", ""2023-05-03 16:44:32""], [""page5"", ""2023-05-03 16:55:42""], [""page6"", ""2023-05-03 16:46:36""], [""page7"", ""2023-05-03 16:55:36""], [""page8"", ""2023-05-03 16:47:47""], [""page9"", ""2023-05-03 16:43:34""]]]"
user59,"[""2023-05-28 04:23:36"", 614, [[""page0"", ""2023-05-28 04:33:21""], [""page1"", ""2023-05-28 04:31:20""], [""page2"", ""2023-05-28 04:24:10""], [""page3"", ""2023-05-28 04:31:52""], [""page4"", ""2023-05-28 04:33:34""], [""page5"", ""2023-05-28 04:27:06""], [""page6"", ""2023-05-28 04:27:24""], [""page7"", ""2023-05-28 04:32:45""], [""page8"", ""2023-05-28 04:32:03""], [""page9"", ""2023-05-28 04:33:04""], [""page10"", ""2023-05-28 04:25:35""], [""page11"", ""2023-05-28 04:28:06""], [""page12"", ""2023-05-28 04:26:56""], [""page13"", ""2023-05-28 04:33:03""]]]"
user59,"[""2023-05-15 02:07:14"", 1224, [[""page0"", ""2023-05-15 02:26:43""]]]"
user60,"[""2023-05-20 19:19:34"", 406, [[""page0"", ""2023-05-20 19:21:41""], [""page1"", ""2023-05-20 19:25:09""], [""page2"", ""2023-05-20 19:21:50""], [""page3"", ""2023-05-20 19:25:55""], [""page4"", ""2023-05-20 19:22:41""], [""page5"", ""2023-05-20 19:22:33""], [""page6"", ""2023-05-20 19:24:33""], [""page7"", ""2023-05-20 19:25:19""], [""page8"", ""2023-05-20 19:24:10""], [""page9"", ""2023-05-20 19:21:00""], [""page10"", ""2023-05-20 19:21:24""], [""page11"", ""2023-05-20 19:24:57""]]]"
user60,"[""2023-05-13 11:49:53"", 211, [[""page0"", ""2023-05-13 11:52:24""], [""conversion"", ""2023-05-13 11:53:15""]]]"
user60,"[""2023-05-05 20:42:29"", 642, [[""page0"", ""2023-05-05 20:45:34""], [""page1"", ""2023-05-05 20:49:41""], [""page2"", ""2023-05-05 20:46:47""], [""page3"", ""2023-05-05 20:51:45""], [""page4"", ""2023-05-05 20:43:47""], [""page5"", ""2023-05-05 20:49:46""], [""page6"", ""2023-05-05 20:48:48""], [""page7"", ""2023-05-05 20:44:01""], [""page8"", ""2023-05-05 20:47:21""], [""page9"", ""2023-05-05 20:44:30""], [""page10"", ""2023-05-05 20:44:05""]]]"
user60,"[""2023-05-05 10:09:56"", 1644, [[""page0"", ""2023-05-05 10:10:16""], [""page1"", ""2023-05-05 10:22:09""], [""page2"", ""2023-05-05 10:33:18""], [""page3"", ""2023-05-05 10:29:23""], [""page4"", ""2023-05-05 10:13:25""], [""page5"", ""2023-05-05 10:34:20""], [""page6"", ""2023-05-05 10:34:15""], [""page7"", ""2023-05-05 10:12:16""], [""page8"", ""2023-05-05 10:16:56""], [""page9"", ""2023-05-05 10:36:47""], [""page10"", ""2023-05-05 10:34:40""], [""page11"", ""2023-05-05 10:22:06""], [""page12"", ""2023-05-05 10:16:53""], [""page13"", ""2023-05-05 10:23:06""], [""page14"", ""2023-05-05 10:25:26""]]]"
user60,"[""2023-05-02 01:11:35"", 1439, [[""page0"", ""2023-05-02 01:27:59""], [""page1"", ""2023-05-02 01:15:25""], [""page2"", ""2023-05-02 01:24:25""]]]"
user60,"[""2023-05-08 21:33:32"", 834, [[""page0"", ""2023-05-08 21:36:16""], [""page1"", ""2023-05-08 21:46:25""], [""page2"", ""2023-05-08 21:38:47""], [""page3"", ""2023-05-08 21:42:18""], [""page4"", ""2023-05-08 21:36:09""], [""page5"", ""2023-05-08 21:45:33""], [""page6"", ""2023-05-08 21:44:22""], [""page7"", ""2023-05-08 21:43:51""], [""page8"", ""2023-05-08 21:34:29""], [""page9"", ""2023-05-08 21:38:58""], [""page10"", ""2023-05-08 21:35:41""], [""page11"", ""2023-05-08 21:34:12""], [""page12"", ""2023-05-08 21:38:01""], [""conversion"", ""2023-05-08 21:40:04""]]]"
user60,"[""2023-05-01 02:37:11"", 65, [[""page0"", ""2023-05-01 02:37:50""], [""page1"", ""2023-05-01 02:37:52""], [""page2"", ""2023-05-01 02:37:15""], [""page3"", ""2023-05-01 02:37:54""], [""page4"", ""2023-05-01 02:38:08""], [""page5"", ""2023-05-01 02:37:35""]]]"
user60,"[""2023-05-03 05:29:20"", 1520, [[""page0"", ""2023-05-03 05:48:35""], [""page1"", ""2023-05-03 05:46:09""], [""page2"", ""2023-05-03 05:48:35""], [""page3"", ""2023-05-03 05:37:28""], [""page4"", ""2023-05-03 05:38:28""], [""page5"", ""2023-05-03 05:33:53""], [""page6"", ""2023-05-03 05:42:05""], [""page7"", ""2023-05-03 05:31:40""], [""page8"", ""2023-05-03 05:46:27""], [""page9"", ""2023-05-03 05:50:19""], [""page10"", ""2023-05-03 05:29:47""]]]"
user61,"[""2023-05-25 03:50:37"", 831, [[""page0"", ""2023-05-25 03:55:11""], [""page1"", ""2023-05-25 03:51:12""], [""page2"", ""2023-05-25 03:56:23""], [""page3"", ""2023-05-25 03:53:09""]]]"
user62,"[""2023-05-15 00:09:33"", 610, [[""page0"", ""2023-05-15 00:13:12""], [""page1"", ""2023-05-15 00:19:35""], [""page2"", ""2023-05-15 00:12:34""], [""page3"", ""2023-05-15 00:16:07""], [""page4"", ""2023-05-15 00:11:51""], [""page5"", ""2023-05-15 00:12:54""], [""page6"", ""2023-05-15 00:18:37""], [""page7"", ""2023-05-15 00:11:55""], [""page8"", ""2023-05-15 00:16:19""], [""page9"", ""2023-05-15 00:10:04""], [""page10"", ""2023-05-15 00:18:19""], [""page11"", ""2023-05-15 00:18:58""], [""page12"", ""2023-05-15 00:10:28""], [""page13"", ""2023-05-15 00:13:27""]]]"
user62,"[""2023-05-28 10:54:05"", 286, [[""page0"", ""2023-05-28 10:57:56""], [""page1"", ""2023-05-28 10:57:32""], [""page2"", ""2023-05-28 10:57:55""], [""page3"", ""2023-05-28 10:57:14""], [""page4"", ""2023-05-28 10:55:18""], [""page5"", ""2023-05-28 10:55:26""], [""page6"", ""2023-05-28 10:55:22""], [""page7"", ""2023-05-28 10:58:45""], [""page8"", ""2023-05-28 10:54:43""], [""page9"", ""2023-05-28 10:57:31""], [""page10"", ""2023-05-28 10:56:25""], [""page11"", ""2023-05-28 10:54:58""]]]"
user62,"[""2023-05-28 03:26:27"", 1147, [[""page0"", ""2023-05-28 03:45:10""], [""page1"", ""2023-05-28 03:27:36""], [""page2"", ""2023-05-28 03:36:48""], [""page3"", ""2023-05-28 03:32:47""], [""page4"", ""2023-05-28 03:34:38""], [""page5"", ""2023-05-28 03:44:30""], [""page6"", ""2023-05-28 03:40:19""], [""conversion"", ""2023-05-28 03:40:36""]]]"
user62,"[""2023-05-14 06:35:45"", 808, [[""page0"", ""2023-05-14 06:40:12""], [""page1"", ""2023-05-14 06:39:04""], [""page2"", ""2023-05-14 06:46:28""], [""page3"", ""2023-05-14 06:45:46""], [""page4"", ""2023-05-14 06:36:13""], [""page5"", ""2023-05-14 06:40:56""], [""page6"", ""2023-05-14 06:37:38""], [""page7"", ""2023-05-14 06:48:22""], [""page8"", ""2023-05-14 06:39:26""], [""page9"", ""2023-05-14 06:38:46""], [""page10"", ""2023-05-14 06:43:42""], [""page11"", ""2023-05-14 06:37:18""], [""page12"", ""2023-05-14 06:43:51""]]]"
user62,"[""2023-05-08 18:47:34"", 236, [[""page0"", ""2023-05-08 18:50:42""], [""page1"", ""2023-05-08 18:48:21""], [""page2"", ""2023-05-08 18:50:18""]]]"
user62,"[""2023-05-23 17:48:59"", 443, [[""page0"", ""2023-05-23 17:54:33""], [""page1"", ""2023-05-23 17:55:30""]]]"
user63,"[""2023-05-03 17:40:47"", 479, [[""page0"", ""2023-05-03 17:46:45""], [""page1"", ""2023-05-03 17:41:19""], [""page2"", ""2023-05-03 17:47:10""], [""page3"", ""2023-05-03 17:47:16""], [""page4"", ""2023-05-03 17:45:36""], [""page5"", ""2023-05-03 17:42:32""], [""page6"", ""2023-05-03 17:43:21""], [""page7"", ""2023-05-03 17:42:06""], [""page8"", ""2023-05-03 17:41:49""]]]"
user63,"[""2023-05-09 15:25:41"", 812, [[""page0"", ""2023-05-09 15:28:58""], [""page1"", ""2023-05-09 15:38:53""], [""page2"", ""2023-05-09 15:30:19""], [""page3"", ""2023-05-09 15:27:49""], [""page4"", ""2023-05-09 15:38:04""], [""page5"", ""2023-05-09 15:38:21""], [""page6"", ""2023-05-09 15:28:47""], [""page7"", ""2023-05-09 15:32:37""], [""page8"", ""2023-05-09 15:31:43""], [""page9"", ""2023-05-09 15:29:55""], [""page10"", ""2023-05-09 15:37:28""]]]"
user63,"[""2023-05-11 06:54:52"", 493, [[""page0"", ""2023-05-11 06:57:09""], [""page1"", ""2023-05-11 07:02:03""], [""page2"", ""2023-05-11 06:56:57""], [""page3"", ""2023-05-11 06:56:49""], [""page4"", ""2023-05-11 06:56:38""], [""page5"", ""2023-05-11 07:01:10""], [""conversion"", ""2023-05-11 07:02:05""]]]"
user63,"[""2023-05-15 16:43:58"", 1267, [[""page0"", ""2023-05-15 16:48:25""], [""page1"", ""2023-05-15 17:01:20""], [""page2"", ""2023-05-15 17:00:44""], [""page3"", ""2023-05-15 16:55:59""], [""page4"", ""2023-05-15 16:44:18""], [""page5"", ""2023-05-15 17:01:16""], [""page6"", ""2023-05-15 16:57:17""], [""page7"", ""2023-05-15 16:53:09""], [""page8"", ""2023-05-15 16:44:23""], [""page9"", ""2023-05-15 16:56:25""], [""page10"", ""2023-05-15 16:48:52""], [""page11"", ""2023-05-15 17:00:46""]]]"
user63,"[""2023-05-14 13:40:44"", 347, [[""page0"", ""2023-05-14 13:43:53""], [""page1"", ""2023-05-14 13:43:12""], [""page2"", ""2023-05-14 13:45:01""], [""page3"", ""2023-05-14 13:46:16""], [""page4"", ""2023-05-14 13:41:32""], [""page5"", ""2023-05-14 13:45:19""], [""page6"", ""2023-05-14 13:45:40""], [""page7"", ""2023-05-14 13:42:40""], [""page8"", ""2023-05-14 13:45:07""], [""page9"", ""2023-05-14 13:43:13""], [""page10"", ""2023-05-14 13:42:05""], [""page11"", ""2023-05-14 13:42:40""], [""page12"", ""2023-05-14 13:44:08""], [""page13"", ""2023-05-14 13:44:52""], [""page14"", ""2023-05-14 13:41:34""]]]"
user63,"[""2023-05-20 14:32:05"", 402, [[""page0"", ""2023-05-20 14:33:06""], [""page1"", ""2023-05-20 14:35:43""], [""page2"", ""2023-05-20 14:34:01""], [""page3"", ""2023-05-20 14:37:47""]]]"
user63,"[""2023-05-27 01:30:53"", 735, [[""page0"", ""2023-05-27 01:31:00""], [""page1"", ""2023-05-27 01:35:14""], [""page2"", ""2023-05-27 01:35:14""], [""page3"", ""2023-05-27 01:39:10""], [""page4"", ""2023-05-27 01:31:07""], [""page5"", ""2023-05-27 01:35:22""], [""page6"", ""2023-05-27 01:32:52""]]]"
user63,"[""2023-05-25 08:36:57"", 1366, [[""page0"", ""2023-05-25 08:57:37""], [""page1"", ""2023-05-25 08:50:15""], [""page2"", ""2023-05-25 08:54:53""], [""page3"", ""2023-05-25 08:46:24""], [""page4"", ""2023-05-25 08:39:59""], [""page5"", ""2023-05-25 08:52:08""], [""page6"", ""2023-05-25 08:52:49""], [""page7"", ""2023-05-25 08:44:29""], [""page8"", ""2023-05-25 08:43:22""], [""page9"", ""2023-05-25 08:57:48""]]]"
user64,"[""2023-05-09 12:40:08"", 472, [[""page0"", ""2023-05-09 12:43:12""], [""page1"", ""2023-05-09 12:41:19""], [""page2"", ""2023-05-09 12:46:01""], [""page3"", ""2023-05-09 12:44:35""], [""page4"", ""2023-05-09 12:42:16""], [""page5"", ""2023-05-09 12:44:42""], [""page6"", ""2023-05-09 12:45:40""], [""page7"", ""2023-05-09 12:47:00""], [""page8"", ""2023-05-09 12:40:37""], [""page9"", ""2023-05-09 12:42:08""], [""page10"", ""2023-05-09 12:43:52""], [""page11"", ""2023-05-09 12:40:18""], [""page12"", ""2023-05-09 12:45:24""], [""page13"", ""2023-05-09 12:45:12""], [""page14"", ""2023-05-09 12:43:58""]]]"
user64,"[""2023-05-20 01:06:54"", 1490, [[""page0"", ""2023-05-20 01:24:05""], [""page1"", ""2023-05-20 01:29:34""], [""page2"", ""2023-05-20 01:31:29""], [""page3"", ""2023-05-20 01:27:40""], [""page4"", ""2023-05-20 01:24:30""], [""page5"", ""2023-05-20 01:19:08""], [""page6"", ""2023-05-20 01:26:20""], [""page7"", ""2023-05-20 01:15:34""]]]"
user64,"[""2023-05-11 23:54:08"", 1591, [[""page0"", ""2023-05-12 00:08:20""], [""page1"", ""2023-05-12 00:07:31""], [""page2"", ""2023-05-12 00:20:39""]]]"
user64,"[""2023-05-13 22:07:49"", 1260, [[""page0"", ""2023-05-13 22:12:47""], [""page1"", ""2023-05-13 22:14:04""], [""page2"", ""2023-05-13 22:14:58""], [""page3"", ""2023-05-13 22:28:03""], [""page4"", ""2023-05-13 22:17:16""], [""page5"", ""2023-05-13 22:16:34""], [""page6"", ""2023-05-13 22:22:14""], [""page7"", ""2023-05-13 22:25:41""], [""page8"", ""2023-05-13 22:14:32""], [""page9"", ""2023-05-13 22:10:18""], [""page10"", ""2023-05-13 22:17:18""]]]"
user64,"[""2023-05-27 13:34:29"", 1592, [[""page0"", ""2023-05-27 13:47:23""], [""page1"", ""2023-05-27 13:36:51""], [""page2"", ""2023-05-27 13:51:41""], [""page3"", ""2023-05-27 13:42:46""], [""page4"", ""2023-05-27 13:42:10""], [""page5"", ""2023-05-27 13:44:35""], [""page6"", ""2023-05-27 13:54:44""], [""page7"", ""2023-05-27 13:51:09""], [""page8"", ""2023-05-27 13:35:42""], [""page9"", ""2023-05-27 13:54:55""], [""page10"", ""2023-05-27 13:48:44""], [""page11"", ""2023-05-27 13:59:39""], [""page12"", ""2023-05-27 14:01:01""], [""conversion"", ""2023-05-27 13:44:39""]]]"
user64,"[""2023-05-01 04:25:41"", 388, [[""page0"", ""2023-05-01 04:29:28""], [""page1"", ""2023-05-01 04:29:47""], [""page2"", ""2023-05-01 04:29:43""], [""page3"", ""2023-05-01 04:27:17""], [""page4"", ""2023-05-01 04:26:49""], [""page5"", ""2023-05-01 04:31:31""], [""page6"", ""2023-05-01 04:31:06""], [""page7"", ""2023-05-01 04:30:13""], [""page8"", ""2023-05-01 04:29:26""]]]"
user64,"[""2023-05-07 05:40:59"", 1424, [[""page0"", ""2023-05-07 05:54:03""], [""page1"", ""2023-05-07 05:59:16""], [""page2"", ""2023-05-07 05:55:04""], [""page3"", ""2023-05-07 05:51:48""], [""page4"", ""2023-05-07 06:01:27""], [""page5"", ""2023-05-07 05:45:12""], [""page6"", ""2023-05-07 06:03:32""]]]"
user64,"[""2023-05-08 12:54:58"", 1777, [[""page0"", ""2023-05-08 13:05:12""]]]"
user64,"[""2023-05-06 07:22:37"", 409, [[""page0"", ""2023-05-06 07:25:00""], [""page1"", ""2023-05-06 07:26:42""], [""page2"", ""2023-05-06 07:28:33""], [""page3"", ""2023-05-06 07:26:36""], [""page4"", ""2023-05-06 07:28:03""], [""page5"", ""2023-05-06 07:23:44""], [""page6"", ""2023-05-06 07:27:15""], [""page7"", ""2023-05-06 07:27:14""], [""page8"", ""2023-05-06 07:23:19""], [""page9"", ""2023-05-06 07:27:03""], [""page10"", ""2023-05-06 07:23:02""], [""page11"", ""2023-05-06 07:27:06""]]]"
user65,"[""2023-05-09 18:44:44"", 999, [[""page0"", ""2023-05-09 18:54:26""], [""page1"", ""2023-05-09 18:58:50""], [""page2"", ""2023-05-09 18:59:20""], [""page3"", ""2023-05-09 18:59:11""], [""page4"", ""2023-05-09 18:47:06""], [""page5"", ""2023-05-09 18:54:21""], [""page6"", ""2023-05-09 18:45:22""], [""page7"", ""2023-05-09 18:49:43""], [""page8"", ""2023-05-09 18:50:08""], [""conversion"", ""2023-05-09 18:55:47""]]]"
user66,"[""2023-05-24 16:19:20"", 1768, [[""page0"", ""2023-05-24 16:43:51""], [""page1"", ""2023-05-24 16:38:09""], [""page2"", ""2023-05-24 16:22:47""], [""page3"", ""2023-05-24 16:36:03""], [""page4"", ""2023-05-24 16:44:06""], [""page5"", ""2023-05-24 16:22:31""], [""page6"", ""2023-05-24 16:45:01""], [""page7"", ""2023-05-24 16:21:33""], [""page8"", ""2023-05-24 16:23:30""]]]"
user66,"[""2023-05-26 11:33:41"", 981, [[""page0"", ""2023-05-26 11:43:36""], [""page1"", ""2023-05-26 11:38:18""], [""page2"", ""2023-05-26 11:47:05""], [""page3"", ""2023-05-26 11:40:33""], [""page4"", ""2023-05-26 11:39:42""], [""page5"", ""2023-05-26 11:40:23""], [""page6"", ""2023-05-26 11:40:13""], [""page7"", ""2023-05-26 11:37:58""], [""page8"", ""2023-05-26 11:48:33""], [""page9"", ""2023-05-26 11:44:10""], [""page10"", ""2023-05-26 11:45:41""], [""page11"", ""2023-05-26 11:46:32""], [""page12"", ""2023-05-26 11:38:41""], [""page13"", ""2023-05-26 11:34:07""], [""page14"", ""2023-05-26 11:45:11""]]]"
user66,"[""2023-05-15 08:27:58"", 793, [[""page0"", ""2023-05-15 08:35:00""], [""page1"", ""2023-05-15 08:30:10""], [""page2"", ""2023-05-15 08:38:06""], [""page3"", ""2023-05-15 08:29:28""], [""page4"", ""2023-05-15 08:31:03""], [""page5"", ""2023-05-15 08:38:36""], [""page6"", ""2023-05-15 08:34:43""]]]"
user66,"[""2023-05-11 13:57:23"", 791, [[""page0"", ""2023-05-11 14:01:05""], [""page1"", ""2023-05-11 14:08:26""], [""page2"", ""2023-05-11 14:02:41""], [""page3"", ""2023-05-11 14:10:08""], [""page4"", ""2023-05-11 14:03:55""], [""page5"", ""2023-05-11 14:03:54""], [""page6"", ""2023-05-11 14:03:22""], [""page7"", ""2023-05-11 13:59:28""], [""page8"", ""2023-05-11 14:07:50""], [""page9"", ""2023-05-11 13:58:41""], [""page10"", ""2023-05-11 14:01:27""], [""page11"", ""2023-05-11 14:00:05""], [""page12"", ""2023-05-11 14:06:28""], [""page13"", ""2023-05-11 14:00:48""]]]"
user66,"[""2023-05-26 20:25:31"", 1279, [[""page0"", ""2023-05-26 20:40:55""], [""page1"", ""2023-05-26 20:26:31""], [""page2"", ""2023-05-26 20:30:03""]]]"
user67,"[""2023-05-23 09:12:56"", 1734, [[""page0"", ""2023-05-23 09:35:17""], [""page1"", ""2023-05-23 09:34:47""], [""page2"", ""2023-05-23 09:32:04""], [""page3"", ""2023-05-23 09:26:00""], [""page4"", ""2023-05-23 09:15:36""], [""page5"", ""2023-05-23 09:14:55""], [""page6"", ""2023-05-23 09:37:44""], [""page7"", ""2023-05-23 09:16:50""]]]"
user67,"[""2023-05-22 00:18:50"", 327, [[""page0"", ""2023-05-22 00:21:51""], [""page1"", ""2023-05-22 00:22:09""], [""page2"", ""2023-05-22 00:22:03""], [""page3"", ""2023-05-22 00:23:24""], [""page4"", ""2023-05-22 00:19:33""], [""page5"", ""2023-05-22 00:19:41""], [""page6"", ""2023-05-22 00:21:27""], [""page7"", ""2023-05-22 00:22:52""], [""page8"", ""2023-05-22 00:19:40""], [""page9"", ""2023-05-22 00:23:24""], [""page10"", ""2023-05-22 00:24:04""], [""page11"", ""2023-05-22 00:21:37""], [""conversion"", ""2023-05-22 00:20:40""]]]"
user67,"[""2023-05-05 00:25:10"", 1506, [[""page0"", ""2023-05-05 00:33:30""], [""page1"", ""2023-05-05 00:47:06""], [""page2"", ""2023-05-05 00:34:46""], [""page3"", ""2023-05-05 00:38:23""], [""page4"", ""2023-05-05 00:41:30""], [""page5"", ""2023-05-05 00:25:48""], [""page6"", ""2023-05-05 00:45:13""], [""page7"", ""2023-05-05 00:33:41""], [""page8"", ""2023-05-05 00:49:26""], [""page9"", ""2023-05-05 00:26:33""], [""page10"", ""2023-05-05 00:42:29""], [""page11"", ""2023-05-05 00:40:08""], [""page12"", ""2023-05-05 00:49:19""]]]"
user67,"[""2023-05-22 22:05:44"", 72, [[""page0"", ""2023-05-22 22:06:12""], [""page1"", ""2023-05-22 22:05:51""], [""page2"", ""2023-05-22 22:06:43""], [""page3"", ""2023-05-22 22:06:26""], [""page4"", ""2023-05-22 22:05:54""], [""page5"", ""2023-05-22 22:05:50""], [""page6"", ""2023-05-22 22:05:47""], [""page7"", ""2023-05-22 22:06:34""], [""page8"", ""2023-05-22 22:06:30""], [""page9"", ""2023-05-22 22:06:47""], [""page10"", ""2023-05-22 22:06:54""]]]"
user67,"[""2023-05-03 17:44:36"", 743, [[""page0"", ""2023-05-03 17:51:37""], [""page1"", ""2023-05-03 17:45:35""], [""page2"", ""2023-05-03 17:47:00""], [""page3"", ""2023-05-03 17:44:37""], [""page4"", ""2023-05-03 17:46:56""], [""page5"", ""2023-05-03 17:49:37""], [""page6"", ""2023-05-03 17:51:57""], [""page7"", ""2023-05-03 17:44:54""], [""page8"", ""2023-05-03 17:49:01""]]]"
user67,"[""2023-05-17 13:33:06"", 958, [[""page0"", ""2023-05-17 13:41:51""], [""page1"", ""2023-05-17 13:39:53""], [""page2"", ""2023-05-17 13:38:18""], [""page3"", ""2023-05-17 13:37:02""], [""page4"", ""2023-05-17 13:44:44""], [""page5"", ""2023-05-17 13:35:38""], [""page6"", ""2023-05-17 13:42:13""], [""page7"", ""2023-05-17 13:39:50""], [""page8"", ""2023-05-17 13:38:56""], [""page9"", ""2023-05-17 13:45:27""], [""page10"", ""2023-05-17 13:38:44""], [""page11"", ""2023-05-17 13:34:44""]]]"
user68,"[""2023-05-22 03:26:30"", 474, [[""page0"", ""2023-05-22 03:32:14""], [""page1"", ""2023-05-22 03:31:39""], [""page2"", ""2023-05-22 03:30:39""], [""page3"", ""2023-05-22 03:32:08""], [""page4"", ""2023-05-22 03:31:17""], [""page5"", ""2023-05-22 03:33:22""], [""page6"", ""2023-05-22 03:33:52""]]]"
user68,"[""2023-05-01 15:57:22"", 1001, [[""page0"", ""2023-05-01 16:09:02""]]]"
user68,"[""2023-05-25 17:42:16"", 1689, [[""page0"", ""2023-05-25 18:04:47""], [""page1"", ""2023-05-25 17:53:06""], [""page2"", ""2023-05-25 17:56:28""], [""page3"", ""2023-05-25 18:03:41""], [""page4"", ""2023-05-25 17:56:42""], [""page5"", ""2023-05-25 17:49:47""], [""page6"", ""2023-05-25 17:50:13""], [""page7"", ""2023-05-25 18:09:14""], [""page8"", ""2023-05-25 18:02:15""]]]"
user69,"[""2023-05-17 17:53:07"", 1192, [[""page0"", ""2023-05-17 18:01:39""], [""page1"", ""2023-05-17 17:56:00""], [""page2"", ""2023-05-17 17:54:46""]]]"
user69,"[""2023-05-01 23:14:50"", 1027, [[""page0"", ""2023-05-01 23:18:51""], [""page1"", ""2023-05-01 23:27:52""], [""conversion"", ""2023-05-01 23:27:07""]]]"
user69,"[""2023-05-09 02:07:13"", 769, [[""page0"", ""2023-05-09 02:12:51""], [""page1"", ""2023-05-09 02:10:18""], [""page2"", ""2023-05-09 02:18:56""], [""page3"", ""2023-05-09 02:19:20""], [""page4"", ""2023-05-09 02:09:30""], [""page5"", ""2023-05-09 02:08:20""], [""page6"", ""2023-05-09 02:07:35""], [""page7"", ""2023-05-09 02:12:56""], [""page8"", ""2023-05-09 02:17:07""], [""page9"", ""2023-05-09 02:19:56""], [""conversion"", ""2023-05-09 02:18:38""]]]"
user69,"[""2023-05-14 02:09:30"", 346, [[""page0"", ""2023-05-14 02:10:08""], [""page1"", ""2023-05-14 02:11:33""], [""page2"", ""2023-05-14 02:11:12""], [""page3"", ""2023-05-14 02:14:46""], [""page4"", ""2023-05-14 02:10:29""], [""page5"", ""2023-05-14 02:12:24""], [""page6"", ""2023-05-14 02:11:52""], [""page7"", ""2023-05-14 02:14:56""], [""page8"", ""2023-05-14 02:10:22""], [""page9"", ""2023-05-14 02:10:08""], [""page10"", ""2023-05-14 02:10:11""], [""page11"", ""2023-05-14 02:14:25""], [""page12"", ""2023-05-14 02:12:08""]]]"
user69,"[""2023-05-27 01:48:24"", 1022, [[""page0"", ""2023-05-27 02:05:08""], [""page1"", ""2023-05-27 01:57:47""], [""page2"", ""2023-05-27 01:58:29""], [""page3"", ""2023-05-27 01:49:13""]]]"
user69,"[""2023-05-22 03:01:26"", 1022, [[""page0"", ""2023-05-22 03:18:04""], [""page1"", ""2023-05-22 03:11:59""], [""page2"", ""2023-05-22 03:17:54""], [""page3"", ""2023-05-22 03:08:55""], [""page4"", ""2023-05-22 03:08:32""], [""page5"", ""2023-05-22 03:07:20""], [""page6"", ""2023-05-22 03:10:21""], [""page7"", ""2023-05-22 03:10:34""], [""page8"", ""2023-05-22 03:16:47""]]]"
user69,"[""2023-05-28 02:17:20"", 215, [[""page0"", ""2023-05-28 02:18:58""], [""page1"", ""2023-05-28 02:19:15""], [""page2"", ""2023-05-28 02:20:24""], [""page3"", ""2023-05-28 02:18:18""], [""page4"", ""2023-05-28 02:20:34""], [""page5"", ""2023-05-28 02:19:43""], [""page6"", ""2023-05-28 02:18:28""], [""page7"", ""2023-05-28 02:20:52""]]]"
user70,"[""2023-05-06 02:59:50"", 631, [[""page0"", ""2023-05-06 03:08:45""], [""page1"", ""2023-05-06 03:01:16""], [""page2"", ""2023-05-06 03:01:48""], [""page3"", ""2023-05-06 03:03:55""], [""page4"", ""2023-05-06 03:05:22""], [""page5"", ""2023-05-06 03:07:29""], [""page6"", ""2023-05-06 03:02:44""], [""page7"", ""2023-05-06 03:03:54""], [""page8"", ""2023-05-06 03:01:00""], [""page9"", ""2023-05-06 03:02:23""], [""page10"", ""2023-05-06 03:08:16""], [""page11"", ""2023-05-06 03:08:44""], [""page12"", ""2023-05-06 03:00:54""]]]"
user70,"[""2023-05-10 19:33:28"", 1459, [[""page0"", ""2023-05-10 19:56:15""], [""page1"", ""2023-05-10 19:49:11""], [""page2"", ""2023-05-10 19:54:51""], [""page3"", ""2023-05-10 19:52:08""], [""page4"", ""2023-05-10 19:52:55""], [""page5"", ""2023-05-10 19:39:21""], [""page6"", ""2023-05-10 19:45:51""]]]"
user70,"[""2023-05-07 12:25:23"", 847, [[""page0"", ""2023-05-07 12:27:14""], [""page1"", ""2023-05-07 12:31:29""], [""page2"", ""2023-05-07 12:25:37""], [""page3"", ""2023-05-07 12:36:50""], [""page4"", ""2023-05-07 12:34:18""], [""page5"", ""2023-05-07 12:38:20""], [""page6"", ""2023-05-07 12:30:06""], [""page7"", ""2023-05-07 12:36:55""], [""page8"", ""2023-05-07 12:39:18""]]]"
user70,"[""2023-05-21 04:01:30"", 1015, [[""page0"", ""2023-05-21 04:17:23""], [""page1"", ""2023-05-21 04:08:10""]]]"
user70,"[""2023-05-23 14:10:45"", 443, [[""page0"", ""2023-05-23 14:11:41""], [""page1"", ""2023-05-23 14:13:46""], [""page2"", ""2023-05-23 14:11:01""], [""page3"", ""2023-05-23 14:17:54""], [""page4"", ""2023-05-23 14:11:35""], [""page5"", ""2023-05-23 14:13:41""], [""page6"", ""2023-05-23 14:10:51""], [""page7"", ""2023-05-23 14:11:49""], [""page8"", ""2023-05-23 14:13:18""], [""page9"", ""2023-05-23 14:13:44""], [""page10"", ""2023-05-23 14:16:56""], [""page11"", ""2023-05-23 14:16:00""], [""page12"", ""2023-05-23 14:12:13""], [""page13"", ""2023-05-23 14:15:32""]]]"
user70,"[""2023-05-04 01:55:42"", 247, [[""page0"", ""2023-05-04 01:57:00""], [""conversion"", ""2023-05-04 01:58:58""]]]"
